type,model,size,inductance,dcr,staturation_current,temperature_rise_current
铁氧体绕线,FWI201212HFTL-220M,2.40*1.65*1.40,22uH,1.98Ω,0.2A,/
一体成型电感,FXLA0630-470M,6.6*7.0*2.8,47uH,0.38Ω,1.7A,2.2A
一体成型电感,FXLA0630-680M,6.6*7.0*2.8,68uH,0.61Ω,1.4A,1.8A
一体成型电感,FXLA0630-820M,6.6*7.0*2.8,82uH,0.74Ω,1.2A,1.7A
车规级一体成型电感,FAUL0412-R15MT,4.4*4.2*1.0,0.15uH,0.009Ω,12A,6.8A
车规级一体成型电感,FAUL0412-R22MT,4.4*4.2*1.0,0.22uH,0.011Ω,8.8A,6.5A
车规级一体成型电感,FAUL0412-R33MT,4.4*4.2*1.0,0.33uH,0.019Ω,6.7A,5.7A
车规级一体成型电感,FAUL0412-R47MT,4.4*4.2*1.0,0.47uH,0.021Ω,5.4A,5.2A
车规级一体成型电感,FAUL0412-R68MT,4.4*4.2*1.0,0.68uH,0.036Ω,4.8A,4.2A
车规级一体成型电感,FAUL0412-1R0MT,4.4*4.2*1.0,1.0uH,0.047Ω,4.4A,3.8A
车规级一体成型电感,FAUL0412-1R5MT,4.4*4.2*1.0,1.5uH,0.075Ω,3.2A,2.7A
车规级一体成型电感,FAUL0412-2R2MT,4.4*4.2*1.0,2.2uH,0.835Ω,2.4A,2.2A
车规级一体成型电感,FAUL0412-3R3MT,4.4*4.2*1.0,3.3uH,0.16Ω,2.38A,1.77A
车规级一体成型电感,FAUL0412-4R7MT,4.4*4.2*1.0,4.7uH,0.195Ω,1.8A,1.45A
车规级一体成型电感,FAUL0420-220MT,4.4*4.2*1.8,22uH,0.363Ω,1.12A,0.9A
车规级一体成型电感,FAUL0518-R47MT,5.4*5.2*1.6,0.47uH,0.009Ω,9.6A,9.5A
车规级一体成型电感,FAUL0518-R56MT,5.4*5.2*1.6,0.56uH,0.01Ω,8.8A,8.2A
车规级一体成型电感,FAUL0518-1R0MT,5.4*5.2*1.6,1.0uH,0.017Ω,7.2A,7.2A
车规级一体成型电感,FAUL0518-1R5MT,5.4*5.2*1.6,1.5uH,0.026Ω,6.4A,6.6A
车规级一体成型电感,FAUL0518-2R2MT,5.4*5.2*1.6,2.2uH,0.035Ω,4.8A,4.2A
车规级一体成型电感,FAUL0518-3R3MT,5.4*5.2*1.6,3.3uH,0.058Ω,3.84A,3.8A
车规级一体成型电感,FAUL0518-4R7MT,5.4*5.2*1.6,4.7uH,0.085Ω,3.2A,3A
车规级一体成型电感,FAUL0518-6R8MT,5.4*5.2*1.6,6.8uH,0.12Ω,2.72A,2.4A
车规级一体成型电感,FAUL0518-100MT,5.4*5.2*1.6,10uH,0.155Ω,2A,2.2A
车规级一体成型电感,FAUL0530-R10MT,5.4*5.2*2.8,0.1uH,0.003Ω,24A,23A
车规级一体成型电感,FAUL0530-R20MT,5.4*5.2*2.8,0.2uH,0.0039Ω,16A,13A
车规级一体成型电感,FAUL0530-R33MT,5.4*5.2*2.8,0.33uH,0.0055Ω,14.4A,13.1A
车规级一体成型电感,FAUL0530-R47MT,5.4*5.2*2.8,0.47uH,0.0085Ω,12A,10A
车规级一体成型电感,FAUL0530-R68MT,5.4*5.2*2.8,0.68uH,0.012Ω,9.2A,8.2A
车规级一体成型电感,FAUL0530-R82MT,5.4*5.2*2.8,0.82uH,0.0104Ω,9.2A,9A
车规级一体成型电感,FAUL0530-1R0MT,5.4*5.2*2.8,1.0uH,0.014Ω,8A,7.8A
车规级一体成型电感,FAUL0530-1R2MT,5.4*5.2*2.8,1.2uH,0.016Ω,7.6A,7.85A
车规级一体成型电感,FAUL0530-1R5MT,5.4*5.2*2.8,1.5uH,0.025Ω,7.2A,7.6A
车规级一体成型电感,FAUL0530-2R2MT,5.4*5.2*2.8,2.2uH,0.029Ω,5.6A,6.4A
车规级一体成型电感,FAUL0530-3R3MT,5.4*5.2*2.8,3.3uH,0.038Ω,4.8A,5A
车规级一体成型电感,FAUL0530-4R7MT,5.4*5.2*2.8,4.7uH,0.060Ω,3.68A,4A
车规级一体成型电感,FAUL0530-6R8MT,5.4*5.2*2.8,6.8uH,0.09Ω,2.88A,2.9A
车规级一体成型电感,FAUL0530-100MT,5.4*5.2*2.8,10uH,0.125Ω,2.8A,2.8A
车规级一体成型电感,FAUL0530-150MT,5.4*5.2*2.8,15uH,0.17Ω,2A,1.6A
车规级一体成型电感,FAUL0618-R10MT,7.0*6.6*1.6,0.1uH,0.0023Ω,30.4A,23A
车规级一体成型电感,FAUL0618-R22MT,7.0*6.6*1.6,0.22uH,0.0035Ω,19.2A,20A
车规级一体成型电感,FAUL0618-R47MT,7.0*6.6*1.6,0.47uH,0.0084Ω,14.4A,10A
车规级一体成型电感,FAUL0618-R68MT,7.0*6.6*1.6,0.68uH,0.012Ω,13.2A,8.4A
车规级一体成型电感,FAUL0618-1R0MT,7.0*6.6*1.6,1.0uH,0.016Ω,9.6A,7.6A
车规级一体成型电感,FAUL0618-1R5MT,7.0*6.6*1.6,1.5uH,0.026Ω,7.36A,7.1A
车规级一体成型电感,FAUL0618-2R2MT,7.0*6.6*1.6,2.2uH,0.035Ω,6.4A,6.2A
车规级一体成型电感,FAUL0618-3R3MT,7.0*6.6*1.6,3.3uH,0.05Ω,4.8A,3.8A
车规级一体成型电感,FAUL0618-4R7MT,7.0*6.6*1.6,4.7uH,0.062Ω,4A,3.5A
车规级一体成型电感,FAUL0618-6R8MT,7.0*6.6*1.6,6.8uH,0.11Ω,3.6A,2.4A
车规级一体成型电感,FAUL0618-8R2MT,7.0*6.6*1.6,8.2uH,0.135Ω,2.9A,2.1A
车规级一体成型电感,FAUL0618-100MT,7.0*6.6*1.6,10uH,0.155Ω,3.2A,1.95A
车规级一体成型电感,FAUL0618-220MT,7.0*6.6*1.6,22uH,0.35Ω,1.84A,1.4
车规级一体成型电感,FAUL0620-1R5MT,7.0*6.6*1.8,1.5uH,0.018Ω,10A,7A
车规级一体成型电感,FAUL0620-4R7MT,7.0*6.6*1.8,4.7uH,0.06Ω,5.5A,4.3A
车规级一体成型电感,FAUL0620-100MT,7.0*6.6*1.8,10uH,0.145Ω,4A,2.8A
车规级一体成型电感,FAUL0624-R22MT,7.0*6.6*2.2,0.22uH,0.003Ω,24A,19A
车规级一体成型电感,FAUL0624-R33MT,7.0*6.6*2.2,0.33uH,0.0041Ω,19.6A,16A
车规级一体成型电感,FAUL0624-R47MT,7.0*6.6*2.2,0.47uH,0.0051Ω,16A,13.5A
车规级一体成型电感,FAUL0624-R56MT,7.0*6.6*2.2,0.56uH,0.0065Ω,13.6A,11.5A
车规级一体成型电感,FAUL0624-R68MT,7.0*6.6*2.2,0.68uH,0.007Ω,12.8A,10.5A
车规级一体成型电感,FAUL0624-1R0MT,7.0*6.6*2.2,1.0uH,0.0135Ω,12A,8A
车规级一体成型电感,FAUL0624-1R5MT,7.0*6.6*2.2,1.5uH,0.02Ω,10.8A,7A
车规级一体成型电感,FAUL0624-2R2MT,7.0*6.6*2.2,2.2uH,0.028Ω,8A,6.2A
车规级一体成型电感,FAUL0624-3R3MT,7.0*6.6*2.2,3.3uH,0.039Ω,6.4A,4.8A
车规级一体成型电感,FAUL0624-4R7MT,7.0*6.6*2.2,4.7uH,0.05Ω,5.2A,4.3A
车规级一体成型电感,FAUL0624-6R8MT,7.0*6.6*2.2,6.8uH,0.07Ω,4.8A,3.2A
车规级一体成型电感,FAUL0624-100MT,7.0*6.6*2.2,10uH,0.101Ω,3.2A,2.4A
车规级一体成型电感,FAUL0624-150MT,7.0*6.6*2.2,15uH,0.16Ω,2.64A,2A
车规级一体成型电感,FAUL0624-220MT,7.0*6.6*2.2,22uH,0.23Ω,2A,1.6A
车规级一体成型电感,FAUL0630-R24MT,7.0*6.6*2.8,0.24uH,0.0031Ω,22.4A,18.4A
车规级一体成型电感,FAUL0630-1R8MT,7.0*6.6*2.8,1.8uH,0.015Ω,14A,8.7A
车规级一体成型电感,FAUL0630-470MT,7.0*6.6*2.8,47uH,0.385Ω,1.6A,1.2A
车规级一体成型电感,FAUL0640-R68MT,7.0*6.6*3.8,0.68uH,0.0048Ω,15A,13.6A
车规级一体成型电感,FAUL0640-1R0MT,7.0*6.6*3.8,1.0uH,0.0066Ω,12.6A,10.8A
车规级一体成型电感,FAUL0640-1R5MT,7.0*6.6*3.8,1.5uH,0.01Ω,10A,9.92A
车规级一体成型电感,FAUL0640-2R2MT,7.0*6.6*3.8,2.2uH,0.014Ω,8.8A,7.8A
车规级一体成型电感,FAUL0640-3R3MT,7.0*6.6*3.8,3.3uH,0.02Ω,7.6A,6.8A
车规级一体成型电感,FAUL0640-4R7MT,7.0*6.6*3.8,4.7uH,0.03Ω,7.2A,6A
车规级一体成型电感,FAUL0640-6R8MT,7.0*6.6*3.8,6.8uH,0.045Ω,5.2A,4.5A
车规级一体成型电感,FAUL0640-100MT,7.0*6.6*3.8,10uH,0.065Ω,4.8A,4A
车规级一体成型电感,FAUL0640-150MT,7.0*6.6*3.8,15uH,0.095Ω,3.6A,2.8A
车规级一体成型电感,FAUL0640-220MT,7.0*6.6*3.8,22uH,0.125Ω,3.2A,2.7A
车规级一体成型电感,FAUL0640-330MT,7.0*6.6*3.8,33uH,0.24Ω,2.4A,1.8A
车规级一体成型电感,FAUL0640-470MT,7.0*6.6*3.8,47uH,0.32Ω,2A,1.5A
车规级一体成型电感,FAUL0650-470MT,7.0*6.6*4.8,47uH,0.23Ω,2.08A,1.5A
车规级一体成型电感,FAUL0754-1R5MT,7.9*7.2*5.2,1.5uH,0.0073Ω,14A,10.3A
车规级一体成型电感,FAUL0754-2R2MT,7.9*7.2*5.2,2.2uH,0.0114Ω,12.7A,14.8A
车规级一体成型电感,FAUL0754-3R3MT,7.9*7.2*5.2,3.3uH,0.0154Ω,11.6A,7.2A
车规级一体成型电感,FAUL0754-4R7MT,7.9*7.2*5.2,4.7uH,0.0209Ω,11.2A,6.3A
车规级一体成型电感,FAUL0754-6R8MT,7.9*7.2*5.2,6.8uH,0.0266Ω,8.7A,5.5A
车规级一体成型电感,FAUL0754-8R2MT,7.9*7.2*5.2,8.2uH,0.0319Ω,7.7A,5A
车规级一体成型电感,FAUL0754- 100MT,7.9*7.2*5.2,10uH,0.038Ω,6.9A,4.7A
车规级一体成型电感,FAUL0754- 150MT,7.9*7.2*5.2,15uH,0.066Ω,5.9A,3.4A
车规级一体成型电感,FAUL0754-220MT,7.9*7.2*5.2,22uH,0.0935Ω,5.4A,3A
车规级一体成型电感,FAUL0754-330MT,7.9*7.2*5.2,33uH,0.1276Ω,4.2A,2.8A
车规级一体成型电感,FAUL0754-470MT,7.9*7.2*5.2,47uH,0.1716Ω,3.5A,2.2A
车规级一体成型电感,FAUL0754-560MT,7.9*7.2*5.2,56uH,0.2093Ω,2.8A,2A
车规级一体成型电感,FAUL0754-680MT,7.9*7.2*5.2,68uH,0.255Ω,2.4A,1.8A
车规级一体成型电感,FAUL0754- 101MT,7.9*7.2*5.2,100uH,0.348Ω,2A,1.6A
车规级一体成型电感,FAUL1030-R22MT,11.5*10.0*2.8,0.22uH,0.0012Ω,44.24A,29.2
车规级一体成型电感,FAUL1030-R33MT,11.5*10.0*2.8,0.33uH,0.0016Ω,28.3A,20.35A
车规级一体成型电感,FAUL1030-R36MT,11.5*10.0*2.8,0.36uH,0.0016Ω,24.8A,20.35A
车规级一体成型电感,FAUL1030-R47MT,11.5*10.0*2.8,0.47uH,0.0025Ω,23A,19.47A
车规级一体成型电感,FAUL1030-R82MT,11.5*10.0*2.8,0.82uH,0.0037Ω,20.35A,15.93A
车规级一体成型电感,FAUL1030-1R0MT,11.5*10.0*2.8,1.0uH,0.006Ω,18.58A,13.27A
车规级一体成型电感,FAUL1030-1R5MT,11.5*10.0*2.8,1.5uH,0.0075Ω,17.69A,11.5A
车规级一体成型电感,FAUL1030-2R2MT,11.5*10.0*2.8,2.2uH,0.009Ω,12.38A,9.73A
车规级一体成型电感,FAUL1030-3R3MT,11.5*10.0*2.8,3.3uH,0.016Ω,10.61A,7.96A
车规级一体成型电感,FAUL1030-4R7MT,11.5*10.0*2.8,4.7uH,0.0225Ω,8.84A,6.19A
车规级一体成型电感,FAUL1030-8R2MT,11.5*10.0*2.8,8.2uH,0.045Ω,6.2A,4.42A
车规级一体成型电感,FAUL1030-100MT,11.5*10.0*2.8,10uH,0.055Ω,5.75A,3.98A
车规级一体成型电感,FAUL1030-330MT,11.5*10.0*2.8,33uH,0.16Ω,3.53A,2.3A
车规级一体成型电感,FAUL1040-R15MT,11*10.0*3.8,0.15uH,0.65Ω,60A,40A
车规级一体成型电感,FAUL1040-R22MT,11*10.0*3.8,0.22uH,0.001Ω,48A,30A
车规级一体成型电感,FAUL1040-R30MT,11*10.0*3.8,0.3uH,0.0011Ω,36A,30A
车规级一体成型电感,FAUL1040-R36MT,11*10.0*3.8,0.36uH,0.0012Ω,36A,25A
车规级一体成型电感,FAUL1040-R45MT,11*10.0*3.8,0.45uH,0.0015Ω,34A,25A
车规级一体成型电感,FAUL1040-R47MT,11*10.0*3.8,0.47uH,0.0017Ω,32A,25A
车规级一体成型电感,FAUL1040-R56MT,11*10.0*3.8,0.56uH,0.0018Ω,26.4A,20A
车规级一体成型电感,FAUL1040-R68MT,11*10.0*3.8,0.68uH,0.0024Ω,24A,19A
车规级一体成型电感,FAUL1040-R80MT,11*10.0*3.8,0.8uH,0.0027Ω,23.2A,19A
车规级一体成型电感,FAUL1040-1R0MT,11*10.0*3.8,1.0uH,0.0033Ω,22.4A,16A
车规级一体成型电感,FAUL1040-1R5MT,11*10.0*3.8,1.5uH,0.0042Ω,19.2A,14A
车规级一体成型电感,FAUL1040-2R2MT,11*10.0*3.8,2.2uH,0.007Ω,13.2A,10A
车规级一体成型电感,FAUL1040-3R3MT,11*10.0*3.8,3.3uH,0.0118Ω,12.8A,9.5A
车规级一体成型电感,FAUL1040-4R7MT,11*10.0*3.8,4.7uH,0.02Ω,10.4A,7.5A
车规级一体成型电感,FAUL1040-6R8MT,11*10.0*3.8,6.8uH,0.025Ω,9.6A,7A
车规级一体成型电感,FAUL1040-8R2MT,11*10.0*3.8,8.2uH,0.027Ω,7.2A,6.8A
车规级一体成型电感,FAUL1040-100MT,11*10.0*3.8,10uH,0.03Ω,6.8A,6.9A
车规级一体成型电感,FAUL1040-150MT,11*10.0*3.8,15uH,0.045Ω,5.6A,5.6A
车规级一体成型电感,FAUL1040-220MT,11*10.0*3.8,22uH,0.066Ω,4.4A,4.2A
车规级一体成型电感,FAUL1040-330MT,11*10.0*3.8,33uH,0.092Ω,3.84A,3.8A
车规级一体成型电感,FAUL1040-470MT,11*10.0*3.8,47uH,0.145Ω,3.1A,2.8A
车规级一体成型电感,FAUL1040-680MT,11*10.0*3.8,68uH,0.195Ω,2.4A,2A
车规级一体成型电感,FAUL1040-820MT,11*10.0*3.8,82uH,0.285Ω,2.3A,2.1A
车规级一体成型电感,FAUL1040-101MT,11*10.0*3.8,100uH,0.34Ω,2.1A,1.8A
车规级一体成型电感,FAUL1050-R22MT,11*10.0*4.8,0.22uH,0.0008Ω,57.5A,32.5A
车规级一体成型电感,FAUL1050-1R0MT,11*10.0*4.8,1.0uH,0.003Ω,28A,20.3A
车规级一体成型电感,FAUL1050-1R5MT,11*10.0*4.8,1.5uH,0.0038Ω,22A,18.5A
车规级一体成型电感,FAUL1050-2R2MT,11*10.0*4.8,2.2uH,0.006Ω,16.8A,13.2A
车规级一体成型电感,FAUL1050-3R3MT,11*10.0*4.8,3.3uH,0.01Ω,14A,11.5A
车规级一体成型电感,FAUL1050-4R7MT,11*10.0*4.8,4.7uH,0.014Ω,13.2A,9.7A
车规级一体成型电感,FAUL1050-5R6MT,11*10.0*4.8,5.6uH,0.017Ω,12.3A,8.5A
车规级一体成型电感,FAUL1050-6R8MT,11*10.0*4.8,6.8uH,0.0185Ω,12.3A,8A
车规级一体成型电感,FAUL1050-100MT,11*10.0*4.8,10uH,0.028Ω,8.8A,7A
车规级一体成型电感,FAUL1050-150MT,11*10.0*4.8,15uH,0.042Ω,6.5A,5.7A
车规级一体成型电感,FAUL1050-220MT,11*10.0*4.8,22uH,0.05Ω,5.3A,5A
车规级一体成型电感,FAUL1050-330MT,11*10.0*4.8,33uH,0.086Ω,4.6A,4.2A
车规级一体成型电感,FAUL1050-470MT,11*10.0*4.8,47uH,0.127Ω,4A,3.2A
车规级一体成型电感,FAUL1050-101MT,11*10.0*4.8,100uH,0.29Ω,2.5A,1.8A
车规级一体成型电感,FAUL1340-R22MT,13.45*12.8*4.0,0.22uH,0.0009Ω,40A,38A
车规级一体成型电感,FAUL1340-R47MT,13.45*12.8*4.0,0.47uH,0.002Ω,38.4A,29A
车规级一体成型电感,FAUL1340-R68MT,13.45*12.8*4.0,0.68uH,0.0035Ω,37.6A,24A
车规级一体成型电感,FAUL1340-R82MT,13.45*12.8*4.0,0.82uH,0.0045Ω,32A,24A
车规级一体成型电感,FAUL1340-1R0MT,13.45*12.8*4.0,1.0uH,0.0075Ω,28A,20A
车规级一体成型电感,FAUL1340-1R5MT,13.45*12.8*4.0,1.5uH,0.0095Ω,24.4A,17A
车规级一体成型电感,FAUL1340-2R2MT,13.45*12.8*4.0,2.2uH,0.0115Ω,20.8A,15A
车规级一体成型电感,FAUL1340-3R3MT,13.45*12.8*4.0,3.3uH,0.013Ω,16.8A,13A
车规级一体成型电感,FAUL1340-4R7MT,13.45*12.8*4.0,4.7uH,0.0145Ω,14.4A,11A
车规级一体成型电感,FAUL1340-6R8MT,13.45*12.8*4.0,6.8uH,0.02Ω,11.2A,8A
车规级一体成型电感,FAUL1340-100MT,13.45*12.8*4.0,10uH,0.025Ω,8A,7A
车规级一体成型电感,FAUL1340-150MT,13.45*12.8*4.0,15uH,0.039Ω,6A,5.8A
车规级一体成型电感,FAUL1340-220MT,13.45*12.8*4.0,22uH,0.051Ω,4.8A,3.8A
车规级一体成型电感,FAUL1350-R22MT,13.45*12.6*4.8,0.22uH,0.0007Ω,60A,45A
车规级一体成型电感,FAUL1350-R36MT,13.45*12.6*4.8,0.36uH,0.00085Ω,40A,37A
车规级一体成型电感,FAUL1350-R50MT,13.45*12.6*4.8,0.5uH,0.00115Ω,38.4A,33A
车规级一体成型电感,FAUL1350-R68MT,13.45*12.6*4.8,0.68uH,0.00155Ω,36.8A,29A
车规级一体成型电感,FAUL1350-R82MT,13.45*12.6*4.8,0.82uH,0.00167Ω,31.2A,26A
车规级一体成型电感,FAUL1350-1R0MT,13.45*12.6*4.8,1.0uH,0.0022Ω,28A,22A
车规级一体成型电感,FAUL1350-1R5MT,13.45*12.6*4.8,1.5uH,0.0032Ω,26.4A,19A
车规级一体成型电感,FAUL1350-2R2MT,13.45*12.6*4.8,2.2uH,0.005Ω,19.2A,13A
车规级一体成型电感,FAUL1350-3R3MT,13.45*12.6*4.8,3.3uH,0.007Ω,17.6A,12A
车规级一体成型电感,FAUL1350-4R7MT,13.45*12.6*4.8,4.7uH,0.009Ω,16A,11A
车规级一体成型电感,FAUL1350-6R8MT,13.45*12.6*4.8,6.8uH,0.018Ω,12.8A,10A
车规级一体成型电感,FAUL1350-100MT,13.45*12.6*4.8,10uH,0.022Ω,9.6A,8A
车规级一体成型电感,FAUL1350-150MT,13.45*12.6*4.8,15uH,0.03Ω,8A,7A
车规级一体成型电感,FAUL1350-220MT,13.45*12.6*4.8,22uH,0.058Ω,5.2A,3.8A
车规级一体成型电感,FAUL1350-330MT,13.45*12.6*4.8,33uH,0.084Ω,4.8A,2.8A
车规级一体成型电感,FAUL1350-470MT,13.45*12.6*4.8,47uH,0.13Ω,4A,2.6A
车规级一体成型电感,FAUL1360-1R5MT,13.45*12.6*5.8,1.5uH,0.0029Ω,27A,23A
车规级一体成型电感,FAUL1360-2R2MT,13.45*12.6*5.8,2.2uH,0.0042Ω,24A,18A
车规级一体成型电感,FAUL1360-3R3MT,13.45*12.6*5.8,3.3uH,0.0068Ω,21A,14A
车规级一体成型电感,FAUL1360-4R7MT,13.45*12.6*5.8,4.7uH,0.009Ω,19.2A,12A
车规级一体成型电感,FAUL1360-5R6MT,13.45*12.6*5.8,5.6uH,0.011Ω,18A,11A
车规级一体成型电感,FAUL1360-6R8MT,13.45*12.6*5.8,6.8uH,0.0135Ω,15.2A,10A
车规级一体成型电感,FAUL1360-8R2MT,13.45*12.6*5.8,8.2uH,0.016Ω,10.8A,9A
车规级一体成型电感,FAUL1360-100MT,13.45*12.6*5.8,10uH,0.0207Ω,11.1A,8.5A
车规级一体成型电感,FAUL1360-120MT,13.45*12.6*5.8,12uH,0.023Ω,8A,7.8A
车规级一体成型电感,FAUL1360-150MT,13.45*12.6*5.8,15uH,0.029Ω,7.2A,7.5A
车规级一体成型电感,FAUL1360-180MT,13.45*12.6*5.8,18uH,0.035Ω,6.4A,6.5A
车规级一体成型电感,FAUL1360-220MT,13.45*12.6*5.8,22uH,0.0395Ω,6A,6A
车规级一体成型电感,FAUL1360-270MT,13.45*12.6*5.8,27uH,0.056Ω,5.2A,5A
车规级一体成型电感,FAUL1360-330MT,13.45*12.6*5.8,33uH,0.075Ω,4.8A,4.8A
车规级一体成型电感,FAUL1360-470MT,13.45*12.6*5.8,47uH,0.09Ω,4.4A,4.2A
车规级一体成型电感,FAUL1360-680MT,13.45*12.6*5.8,68uH,0.14Ω,3.6A,3.2A
车规级一体成型电感,FAUL1360-101MT,13.45*12.6*5.8,100uH,0.2Ω,2.8A,2.5A
车规级一体成型电感,FAUL1360-121MT,13.45*12.6*5.8,120uH,0.235Ω,2.56A,1.7A
车规级一体成型电感,FAUL1360-151MT,13.45*12.6*5.8,150uH,0.35Ω,2.16A,1.2A
车规级一体成型电感,FAUL1365-4R7MT,13.45*12.6*6.5,4.7uH,0.0085Ω,24A,16A
车规级一体成型电感,FAUL1365-5R6MT,13.45*12.6*6.5,5.6uH,0.0105Ω,22.5A,14A
车规级一体成型电感,FAUL1365-6R8MT,13.45*12.6*6.5,6.8uH,0.012Ω,19A,13A
车规级一体成型电感,FAUL1365-8R2MT,13.45*12.6*6.5,8.2uH,0.014Ω,16A,12A
车规级一体成型电感,FAUL1365-100MT,13.45*12.6*6.5,10uH,0.0165Ω,15A,11A
车规级一体成型电感,FAUL1365-150MT,13.45*12.6*6.5,15uH,0.026Ω,11A,9.5A
车规级一体成型电感,FAUL1365-220MT,13.45*12.6*6.5,22uH,0.036Ω,9A,8A
车规级一体成型电感,FAUL1365-330MT,13.45*12.6*6.5,33uH,0.065Ω,8A,6.5A
车规级一体成型电感,FAUL1365-470MT,13.45*12.6*6.5,47uH,0.07Ω,6.8A,5.5A
车规级一体成型电感,FAUL1365-680MT,13.45*12.6*6.5,68uH,0.12Ω,5.2A,4.8A
车规级一体成型电感,FAUL1365-820MT,13.45*12.6*6.5,82uH,0.135Ω,4.5A,4A
车规级一体成型电感,FAUL1365-101MT,13.45*12.6*6.5,100uH,0.17Ω,4A,3.5A
车规级一体成型电感,FAUL1770-2R2MT,17.15*17.15*7.0,2.2uH,0.0025Ω,34A,29A
车规级一体成型电感,FAUL1770-3R3MT,17.15*17.15*7.0,3.3uH,0.00395Ω,30A,24A
车规级一体成型电感,FAUL1770-4R7MT,17.15*17.15*7.0,4.7uH,0.00475Ω,24A,21A
车规级一体成型电感,FAUL1770-6R8MT,17.15*17.15*7.0,6.8uH,0.0075Ω,22A,17A
车规级一体成型电感,FAUL1770-8R2MT,17.15*17.15*7.0,8.2uH,0.0087Ω,20A,13A
车规级一体成型电感,FAUL1770-100MT,17.15*17.15*7.0,10uH,0.0099Ω,19A,12A
车规级一体成型电感,FAUL1770-150MT,17.15*17.15*7.0,15uH,0.017Ω,14.5A,11A
车规级一体成型电感,FAUL1770-220MT,17.15*17.15*7.0,22uH,0.023Ω,11.5A,8.5A
车规级一体成型电感,FAUL1770-330MT,17.15*17.15*7.0,33uH,0.037Ω,10A,8A
车规级一体成型电感,FAUL1770-470MT,17.15*17.15*7.0,47uH,0.047Ω,7.5A,6A
车规级一体成型电感,FAUL1770-680MT,17.15*17.15*7.0,68uH,0.085Ω,6.5A,5.2A
车规级一体成型电感,FAUL1770-101MT,17.15*17.15*7.0,100uH,0.13Ω,5A,3.7A
一体成型电感,FXL0840-R22-M,8.8*8.2*3.8,0.22uH,0.0018Ω,55A,30A
一体成型电感,FXL0840-R33-M,8.8*8.2*3.8,0.33uH,0.0024Ω,40A,25A
一体成型电感,FXL0840-R47-M,8.8*8.2*3.8,0.47uH,0.0028Ω,36A,25A
一体成型电感,FXL0840-R56-M,8.8*8.2*3.8,0.56uH,0.0032Ω,23A,22A
一体成型电感,FXL0840-R68-M,8.8*8.2*3.8,0.68uH,0.0038Ω,22A,21A
一体成型电感,FXL0840-R82-M,8.8*8.2*3.8,0.82uH,0.0044Ω,19A,19A
一体成型电感,FXL0840-1R0-M,8.8*8.2*3.8,1uH,0.00462Ω,17A,17A
一体成型电感,FXL0840-1R5-M,8.8*8.2*3.8,1.5uH,0.0076Ω,15A,15A
一体成型电感,FXL0840-1R8-M,8.8*8.2*3.8,1.8uH,0.011Ω,13.5A,12.5A
一体成型电感,FXL0840-2R2-M,8.8*8.2*3.8,2.2uH,0.0114Ω,12A,12A
一体成型电感,FXL0840-3R3-M,8.8*8.2*3.8,3.3uH,0.015Ω,11A,10A
一体成型电感,FXL0840-4R7-M,8.8*8.2*3.8,4.7uH,0.0265Ω,10.5A,8.5A
一体成型电感,FXL0840-5R6-M,8.8*8.2*3.8,5.6uH,0.03Ω,10A,8A
一体成型电感,FXL0840-6R8-M,8.8*8.2*3.8,6.8uH,0.0368Ω,8A,7A
一体成型电感,FXL0840-8R2-M,8.8*8.2*3.8,8.2uH,0.046Ω,7.7A,6A
一体成型电感,FXL0840-100-M,8.8*8.2*3.8,10uH,0.059Ω,7A,5.5A
一体成型电感,FXL0840-150-M,8.8*8.2*3.8,15uH,0.071Ω,4.9A,4.8A
一体成型电感,FXL0840-220-M,8.8*8.2*3.8,22uH,0.113Ω,4.5A,4.2A
一体成型电感,FXL0840-330-M,8.8*8.2*3.8,33uH,0.156Ω,3.3A,3A
一体成型电感,FXL0840-470-M,8.8*8.2*3.8,47uH,0.225Ω,2.9A,2.5A
一体成型电感,FXL1365-4R7-M,13.45*12.6*6.5,4.7uH,0.0085Ω,24A,16A
一体成型电感,FXL1365-5R6-M,13.45*12.6*6.5,5.6uH,0.0105Ω,22.5A,14A
一体成型电感,FXL1365-6R8-M,13.45*12.6*6.5,6.8uH,0.012Ω,19A,13A
一体成型电感,FXL1365-8R2-M,13.45*12.6*6.5,8.2uH,0.014Ω,16A,12A
一体成型电感,FXL1365-100-M,13.45*12.6*6.5,10uH,0.0165Ω,15A,11A
一体成型电感,FXL1365-150-M,13.45*12.6*6.5,15uH,0.026Ω,11A,9.5A
一体成型电感,FXL1365-220-M,13.45*12.6*6.5,22uH,0.036Ω,9A,8A
一体成型电感,FXL1365-330-M,13.45*12.6*6.5,33uH,0.065Ω,8A,6.5A
一体成型电感,FXL1365-470-M,13.45*12.6*6.5,47uH,0.07Ω,6.8A,5.5A
一体成型电感,FXL1365-680-M,13.45*12.6*6.5,68uH,0.12Ω,5.2A,4.8A
一体成型电感,FXL1365-820-M,13.45*12.6*6.5,82uH,0.135Ω,4.5A,4A
一体成型电感,FXL1365-101-M,13.45*12.6*6.5,100uH,0.17Ω,4A,3.5A
一体成型电感,FXL0630-470-M,6.6*7.0*2.8,47uH,0.385Ω,2A,1.5A
小型化一体成型电感,FWP322512A-R47ML,3.2*2.5*2.3,0.47uH,0.019Ω,7A,5.2A
小型化一体成型电感,FWP322512A-R68ML,3.2*2.5*2.3,0.68uH,0.02Ω,5.8A,4.7A
